conv_id,query,history,groundtruth
3195,,"['191015', '194609', '154857', '167343', '203730']",[]
3197,,"['150501', '170119']",[]
3198,,['92989'],[]
3199,That sounds really good. Like a dark version of @102513 or at least the part where the guy sells his soul.,"['193179', '102513', '99659', '198977', '141085', '168664']",[]
3201,,['118316'],[]
3202,"Well, Big on the comedy aspect I reckon. I fancy the intense over the top flicks like @135571 and @118784","['118762', '135571', '199831', '185671', '88487', '118784', '121508', '136087']",[]
3203,"Though, I am lacking in a a few of them. I only recently started watching the movies, only seen one or two of the franchise.","['99910', '155790']",[]
3204,,"['199831', '88487']",[]
3206,,"['103896', '181403', '151656', '120113', '77161', '189584']",['151539']
3208,,"['197213', '102733']",[]
3209,"But, I am a big fan of anything sci-fi or fantasy. Throw an elf or alien in, and I am down.",[],[]
3210,perhaps you have one more suggestion. your pick . lay it on me.. pick something obscure. consider it a challenge,"['193433', '150400', '203103', '155790', '124485', '179662', '145470', '79062']",['180648']
3211,"That was a great movie! My significant other isn't a huge will ferrel fan, but I've been trying to get him to watch this one with me!","['111918', '106132', '161385']",[]
3215,"Nor played the game, so I do not know much about that movie. I will add it to my list.","['124257', '107370']",[]
3219,,"['111918', '150501']",[]
3220,,"['111918', '106388', '90591', '89954', '141928']",[]
3221,"I think that will do it all for me. I have a good bit to dig into. Thank you, good bye!",['80325'],[]
3222,,['85036'],[]
3226,I think that about cuts it for me. I have all I need to curl up and watch some good stuff. Thank you!,[],[]
3227,,['111918'],[]
3229,,"['150305', '202175']",[]
3230,,"['145470', '204292', '119699']","['123327', '173253']"
3231,,['203424'],[]
3232,,"['145470', '197213', '204292']",['155969']
3234,I am seeking some movies that are mostly about nature and animals. I really like @83552 . Sure what is your favorite genre?,"['169419', '99896', '134837', '106233', '136632', '83552']",[]
3237,,"['119144', '148904', '85036']",[]
3242,,"['143452', '170119', '162882', '101264']",[]
3244,,"['131314', '119144', '130376', '165812', '101264']",[]
3247,,"['138962', '122172', '147598', '204292']",['107370']
3249,"I've never seen that one before. Maybe I'll check it out tonight. I have a lot of good movies to watch again, thanks for your help! Have a good day.","['170756', '202190', '195148', '125431', '163704', '153346']",[]
3251,I don't reckon you could point me towards a nice sort of maybe action comedy maybe along the lines of perhaps @157454 or @168617,"['168617', '90950', '112069', '114759', '157454']",[]
3255,,"['123463', '85036']",[]
3256,,"['80067', '154844']",['117972']
3258,,"['187778', '122385']","['138962', '81702', '107420']"
3259,,"['87664', '120405']","['204810', '154189', '179322']"
3260,,['79779'],"['113673', '188480', '76339', '76160']"
3261,"I didn't really care for @115548 when I was little, but I'd probably appreciate it more now as an adult.","['133249', '123995']","['128434', '171718']"
3262,,['80067'],"['81792', '138614']"
3263,,"['112596', '117972']","['170037', '177276', '191205']"
3268,havent seen that one i will have to check it out and yes I loved the Justice league not better than @169419,"['149291', '204604', '169419', '171552', '175843', '177160', '117515', '204292']",[]
3274,,"['204508', '199831', '180926', '93013', '204478']",[]
3275,I hope you have a great night. ( we dont have to fiind one the other has to seen. Ive seen alot it kinda hard unles its a foreign film,"['183121', '177160', '169419', '181715']",[]
3276,,"['159885', '175121', '140749']",['154844']
3277,,"['193168', '134643']",[]
3279,,"['99583', '78418', '158006', '108934']",['169419']
3281,,"['190181', '155645', '178502', '78186']",['138962']
3290,,[],[]
3292,,"['161313', '201436', '148871']",[]
3294,,"['193109', '79543', '141210']",[]
3297,,"['95660', '204455']",[]
3313,I want to watch an adventure movie tonight ... can you please give me an example and then wait for me to reply .. thank you,['93083'],"['135485', '197589']"
3316,,"['145723', '204508', '83552', '142910']",[]
3317,,"['204508', '83552', '93013', '118762']",[]
3320,,"['204508', '133232', '135571', '93013']",['204455']
3321,,"['99583', '112305', '148904', '78418']",['112069']
3322,,"['83552', '177160', '78418', '156094']",['129362']
3323,,"['106233', '95660', '177112']",[]
3324,,['119144'],"['204813', '177160', '204455']"
3325,,"['145723', '120948', '83552', '204604']",[]
3326,,"['149829', '138962', '93013']","['176613', '100723']"
3327,,"['161228', '95748']","['156094', '204604']"
3328,,[],"['96281', '170376']"
3329,,['157758'],"['187028', '165289']"
3330,,"['85036', '106233', '99660', '85875']","['138962', '93013']"
3331,,['204794'],"['125431', '184418']"
3332,,['190418'],"['204579', '93013']"
3334,No I have not. The latest one I have seen is @77697 It's been awhile since weve watched some because we've been watching lots of superhero movies too,"['77697', '78418', '169419', '181715']",[]
3335,,"['117122', '76940', '99276', '106853', '138962']",[]
3336,,"['141928', '124142', '173785']","['93013', '169419']"
3337,,"['93521', '181776', '111918', '138962', '144347']",['182157']
3339,,"['153346', '185171']",[]
3340,,"['88141', '148904', '144347']","['138962', '120598']"
3342,,"['111918', '138962', '144347']","['204505', '93013']"
3346,i will definitely be looking that one up. maybe just one more suggestion and i can let ya go and tell my family about your awesome recommendations?,"['106388', '134611', '83552', '187102']",['154046']
3348,,"['153733', '131382', '204419']",[]
3352,,"['101037', '194412', '84854', '140749']",[]
3353,,"['188780', '123210', '107514', '159885', '129187']",[]
3355,,"['161313', '173194']",[]
3356,oh i think i remember the preview of that one! i will have to revisit it and check it out! thank you so much. youve been a lifesaver,"['175096', '188939', '134032', '177764']","['132669', '84828']"
3358,,"['151102', '98151', '191421']",['137991']
3359,"That sounds like something I'd like! I wasn't a huge fan of @90773 , but @97146 was an excellent movie!","['170756', '97146', '109743']",[]
3360,,"['156063', '78418', '198977']",['177160']
3361,i need to occupy some time and was wondering if you had any movie suggestions i might be able to appreciate,"['90248', '134726', '155969']","['181317', '138962']"
3362,,"['108897', '94078']","['155955', '134461']"
3364,,"['190285', '161983']",[]
3365,you have great taste in movies. and as a bonus i can watch them with the kids!! thank  you so much,"['190661', '111429', '180251', '122494']",['194609']
3367,I'm looking for some movie recommendations for tonight. I'll have my 5 year old niece with me so some good animated movies would be nice!,"['194202', '100708', '76483', '107514']",[]
3368,"I'm doing pretty good, I'm exhausted between trying to manage 2 toddlers and cleaning the house. I need to unwind and enjoy a little bit. How about some good family movies?",['149829'],[]
3369,but you have to help me. i have a date coming over and i really want to impress him with a great movie choice. do you have any suggestions?,['137821'],"['177160', '204505', '123825']"
3370,,"['77542', '155110', '168644']",['91277']
3372,Oh my family loved that one! I thought it sounded kind of dumb going into it but it was actually quite good.,"['81860', '133249', '175121']",[]
3373,,"['115463', '185171', '150861', '130591', '99244']",[]
3375,,['123015'],[]
3376,,['136632'],[]
3378,,"['85612', '91552', '195148', '99244']",[]
3385,,"['81792', '100708']",['97413']
3388,,"['95511', '167363', '193168', '112346', '95621']",[]
3389,,"['154857', '151102', '148904', '104930', '85036']",[]
3391,,"['174073', '203457']",['101780']
3392,,"['140066', '138962', '204505']",[]
3393,,"['158208', '199831', '111776', '174475', '93013']",[]
3394,,"['111918', '138962', '142910']",['204579']
3396,,"['90253', '87223', '199532', '150451']",['181301']
3398,"Yes, I've seen that one as well. I liked it, but it didn't live up to my expectations to be honest.","['204794', '187028', '101785', '203424']",[]
3399,,"['140749', '94078', '123210', '193446']",['127919']
3401,"Huh, well I'll certainly give it a shot. Thanks for the chat, I think I have enough to check out!","['194044', '143452']",[]
3405,,"['194044', '148904', '192815']",[]
3410,,"['86506', '100723']",[]
3412,,"['183121', '140066', '178472', '204505', '174475']",[]
3415,"Sure, I would have to recommend @173904 , there's a good chance you haven't seen it. @150957 is another hidden gem.","['146771', '85036', '181299', '173904', '150957']",[]
3417,"Really, hadn't heard of that one. I tend to have fairly wide tastes in movies, so I should check it out.",['151102'],[]
3418,,"['188939', '84798', '115908']",[]
3419,"I really like thrillers, but I've been looking for a movie with an extremely good script, sort of like @114109.","['114109', '149720', '91332', '140122', '113392']",[]
3421,,"['175121', '103163', '198977']","['104280', '149829']"
3429,I hated @204644 ! I wanted to walk out but my friend forced me to stay based on the tine I forced her to see @135895,"['148114', '113035', '188218']",[]
3431,,"['201091', '138962']",[]
3435,,"['78480', '147669', '119935', '82473', '152329']",[]
3436,,"['185139', '174073', '97219', '180899', '84828']",[]
3437,,"['197769', '110529', '90486']",['181715']
3438,,"['161259', '140749', '201761', '97413']",[]
3439,,"['84854', '201761']",['79408']
3440,,"['78874', '78418', '84828']",['143220']
3441,,"['135090', '132728']","['188939', '115908']"
3442,"Sounds interesting.  I think I will check it out.  Thanks so much for your help, and have a good day.","['148871', '128361', '130891']",[]
3446,,"['132973', '138962']",['142573']
3450,,"['201761', '123210', '97413']",['188780']
3451,,"['150578', '184951', '123392', '131178']",[]
3452,,"['130234', '204419', '203424']",[]
3453,,"['184098', '111429']",[]
3455,"I saw that one too. It really scared me. Could you recommend a really long, highly rated movie of any genre for me?","['157221', '76012', '185171']",[]
3456,,"['165710', '188780', '201761', '123210']",[]
3457,,"['138962', '204455']",[]
3458,,"['144298', '107335', '92989']",[]
3460,,"['99276', '193309', '204292']",[]
3461,,['134032'],['144901']
3465,,"['152981', '140066', '182669', '203424']",[]
3466,,"['152847', '177764']",['188383']
3468,,"['199449', '183169']",[]
3471,,"['204844', '186271']",[]
3480,I remember reading that to my daughter. We loved the books --all of his books.I think we should say good-bye?,"['184318', '143142', '155114', '77455', '169829', '100271', '127588', '165843', '162930']",[]
3486,"I'm looking for something scary.  Blood and gore is okay, but I'd rather have a good story than a good slasher film.","['202190', '94056']",[]
3496,,"['180005', '86397', '149829']",[]
3498,,"['178711', '79935', '201259', '97219', '83472']",[]
3499,It doesn't matter! Have you watched the @120084 with Leonardo DiCaprio? I liked it but I swear the whole ending where she literally opened her eyes and saw him drink the poison was just crazy lol,"['120084', '157711']",[]
3506,,"['174626', '187645', '149829', '103257']",[]
3507,"I haven't seen a good documentary in a LONG time.  I generally prefer historical or environmental docs, but I can look into others as well.","['191564', '80067', '81792', '120150', '204850']",[]
3508,They like barbies but nit sure they would sit through a movie.  I really think we should watch the @186519,"['137860', '140749', '186519', '122604']",['103434']
3512,"I haven't seen that one either, but I've heard good things.  The only complaint I heard was Johnny Depp tapped a little too much into @107350 (which was one I enjoyed) for his Big Bad Wolf.","['107350', '127328', '169617']",[]
3513,,"['165710', '140749', '119149', '122604']",[]
3516,,"['119144', '78418', '202130']","['177160', '169419']"
3517,,"['165710', '123042', '94078', '176613', '122604']",[]
3518,,"['100708', '175121', '137860']",[]
3519,,['125431'],[]
3521,,"['138962', '204478']",[]
3522,Yes. I would have personally be worried about how long that food was sitting out. Any other movies you can recommend?,"['117515', '92374', '122604']",[]
3523,,"['170722', '177112', '140066', '204508', '110715', '78340', '135789']",[]
3525,That looks very good. I am on airplanes a lot and often wait to pass the time with films. SO that is a big screen film and I shouldn't watch it in a small format?,"['100271', '187028']",[]
3526,,"['119144', '140897', '136632', '111429', '78340']",['177160']
3527,,"['103764', '172122', '134106', '113213', '173333']",[]
3532,,"['138962', '204455']","['204478', '93013', '204508']"
3534,,"['133128', '204579', '78340', '118762']",[]
3537,,"['78340', '149829', '176613', '122604']",['154857']
3540,Wow sounds interesting! I will have to check those out but I'm more into the @128661 or @87132 type of movies/,"['173194', '191947', '87132', '96909', '128188', '128661']",[]
3541,,"['138962', '204508', '199831', '135571']",['204455']
3545,"I have not see @122604 but my kids are begging to see it and yes I have seen @94078 it was such a good movie. I love  love love the @104378. My all time favorites are @163708 , @174626 , @143955 and @78766 just to name a few. Have you see any of those?","['174626', '94078', '104378', '78766', '163708', '143955']",[]
3547,,"['158208', '133813', '193168', '111918', '180926']",['152497']
3548,,"['76940', '101691']","['161572', '204604', '83948']"
3549,,"['89486', '171106']",[]
3551,,"['151313', '170305', '148904']",['160105']
3556,,"['146771', '134106', '194237', '203424']",[]
3558,,"['82923', '149829', '127342']",[]
3561,,"['200228', '94056']",[]
3562,,"['166466', '168892']",[]
3566,,"['175121', '79289']",[]
3568,,"['97413', '173575']",[]
3569,,"['175096', '97219', '83472']",[]
3571,,"['111918', '141928']",[]
3572,,"['135789', '152847']",[]
3574,,"['119144', '154857']",[]
3575,,"['110494', '140122', '141578', '143198']",[]
3576,,"['107514', '161983', '204863', '106233']",[]
3577,,['114923'],[]
3578,,['152847'],[]
3580,,"['111918', '177112', '126306', '173333', '197200']",[]
3581,,"['110715', '88751', '83192']",[]
3583,,"['82894', '123210', '162647', '173575']",[]
3584,,"['140335', '173333', '197200']",[]
3585,,"['100723', '118762']",[]
3588,,"['181299', '154980']",[]
3589,,"['97413', '140749', '165710', '182731', '104007']",[]
3590,,"['202190', '204794', '187028', '99244', '77161']",[]
3593,I'll definitely have to look into it. I want to see that one so bad. I really liked the first @106233,"['88676', '106233']",[]
3594,,"['107383', '141524', '140335']",[]
3595,,"['83472', '97219']",[]
3597,,['136632'],"['124024', '169419']"
3598,,"['138780', '78340', '140335']",[]
3604,I should check that one out. The very first war movie I saw was @88141 when I was a kid.,"['88141', '102329', '154980', '156094']",[]
3606,"Oh yeah, I loved that one. I know he is in a whole bunch. I know I haven't seen one where he is like in college or something like that. Do you know which one that is?","['111918', '133813', '94027']",[]
3609,,"['138962', '93013']","['204508', '204455', '204478']"
3611,I have not heard of that one. what is it about? I'm excited for @204870 to come out this year,[],[]
3614,,"['122172', '165438', '88487', '98088', '187061']",[]
3615,,"['90950', '184098', '114984']",['101264']
3617,,"['91313', '93013', '178472']",[]
3621,I absolutely loved the first one. One of my favorite movies ever :) Honestly I can't say I remember much about the second one. @128437 was quite funny and @137503 was just weird.,"['180527', '90248', '159620', '155572', '148231']",[]
3625,,"['88141', '114454', '196951']","['161228', '156094']"
3626,Yes @203424 is one of my all time favorites and @182709 is another great one. I'm also into romance movies any suggestions on those? Thanks,"['182709', '132728', '203424']",[]
3630,,"['99545', '169751', '155572', '88833', '150703']","['141282', '127342']"
3631,,"['180005', '80067', '140749', '154844', '87294']",[]
3634,I have never seen @162367 or @134628 great choices I will check out. I'm into the romance movies like @84854 or @202418 and @83472.,"['84854', '175096', '202418', '83472']",[]
3635,,"['99244', '162373', '182960', '78340']",['127115']
3638,I will have to check out @88487 o.  I have seen @116976 that is a perfect match for drama and comedy for me.,"['116976', '140335']",[]
3639,,"['152312', '194237', '185171']",[]
3641,I'm into movies like @180423 or @174867 pretty much any kind of movie with animals lol @161607 is one of my all time favorites. Any recommendations?,"['180423', '174867', '161607', '185733', '156695', '184464']",[]
3642,"That I havent seen! I  wanted too but being a mom, I dont get to watch my own tv very often","['204455', '138081', '122604', '204478', '204508']",['204331']
3643,,"['175121', '149829']",[]
3644,,"['80691', '131147']",['111099']
3646,,"['173843', '129832', '84788', '170683', '155475']",[]
3650,,"['115290', '153858', '195280', '104942']",['79266']
3651,Hi! I'm looking for a sad movie. I had a really bad day and am hoping to be cheered up by seeing someone worse off than me.,"['154390', '194977', '203331']","['94390', '151989']"
3652,,"['204478', '133813', '197200']",['114341']
3653,,"['89213', '204334', '137503', '204419']",[]
3654,,"['201259', '121508', '161983']",[]
3655,I thought she was great in @92989  so I think I will check out @204873 . Thank you so much for the suggestion.,"['134032', '92989', '159132', '152847']",[]
3658,I remember that one. It really held my attention. Usually I don't like it when movies start to get too complicated.,"['146771', '94651', '158803', '178927', '175969']",[]
3659,I havent seen that one yet but i might add it to my list. is it as good as the original?,"['194253', '166729', '187205', '134550', '172406']",[]
3660,,"['94078', '140749', '204863']",[]
3662,I've seen @204334 and loved it! I haven't seen @204419 yet. I probably will. But I really haven't been too much of a fan of the @115463 series. It's just too violent and gory for me.,['204334'],"['194583', '187028']"
3663,,"['180251', '114109', '124402']",['129751']
3666,I believe I have seen @108019 at some point in the past. Though I really can't remember anything about it.,"['160437', '98987', '108019']",['83766']
3667,,"['182709', '155467', '134823']",[]
3668,,"['178711', '175096', '130420', '84798', '132728', '100030', '187205', '201259']",[]
3669,,"['184951', '143062', '76012', '187028', '130591', '204419', '99244', '132506', '77161']",[]
3670,,['90253'],[]
3671,"Oh, if you don't like Pandas or Jack Black I would not watch them. Yes! Thank you and have a great one!","['90750', '199224', '181658', '154844', '105827', '108668', '179884']",[]
3674,,"['150628', '204334', '88751', '127673']",[]
3676,,"['201259', '91313', '115908']",['176541']
3687,Awesome I will have to check it out! Thanks so much for the movie suggestions and have a great day!,"['173194', '161313', '188057', '101264', '144347', '170277']",[]
3689,,"['99583', '139140']",[]
3692,,"['185139', '97219', '87947']",[]
3693,,"['149402', '156698', '169487']","['85739', '127115', '192815']"
3696,"I have seen that one. and no problem, I am currently nursing and typing with one hand so I understand.","['106233', '180005', '83552', '148527']","['100271', '111540']"
3697,,"['146771', '194237', '77066']",['117515']
3700,,"['91112', '185139', '151989', '84798', '187205', '97219']",[]
3701,I am going to check these movies out! Thanks so much for the input! Hope you have a great day!,"['84854', '204456', '175096', '132728', '202418']",[]
3702,,"['194237', '124024']",['141788']
3703,,"['117515', '91332', '171245']",['175165']
3705,,"['204334', '170756', '115463', '204794', '187028', '204419']",[]
3706,,"['151989', '84798', '172122', '185139', '97219']",[]
3709,,"['180005', '127628', '122604', '108801', '202153']",[]
3712,,"['135090', '84798', '151989']",[]
3713,,"['108278', '107514', '140749', '165710', '107018', '161259']",[]
3714,,"['165710', '124142', '94078', '149829']",['162930']
3715,,"['204508', '76012', '143198', '180005', '193821']",['151599']
3716,,"['151989', '116976', '140335', '84798']",[]
3717,,"['152744', '150941']",[]
3718,,['198562'],['142791']
3720,,"['204334', '125431', '115463', '77867', '204794', '187028', '204419']",[]
3721,,"['153733', '76012', '202190', '131382', '100607']",[]
3722,,"['84798', '177112', '161983', '83472']",[]
3723,,"['88751', '79968']",[]
3724,,"['120948', '115463', '204334', '204794', '187028']",['204419']
3726,,"['146771', '174719', '144347', '77066']",['182157']
3729,,"['106233', '83552', '78340']","['204334', '120948']"
3730,,"['112284', '77867', '115463', '184418', '204794', '187028', '204419']",[]
3732,Wow! Thank's I didnt know they made one from the 60's as well.  I will have to check into that one for sure!,"['184951', '142484', '115908', '83057', '169601', '129997']",[]
3733,,"['82894', '131869', '175121', '149829']",[]
3734,,"['201259', '178711', '132728', '126305']",[]
3735,,['138962'],[]
3736,,"['115463', '202190', '187028', '135508', '204419']",[]
3737,,"['81385', '188155', '141578', '155467', '182709', '152497']",[]
3740,,"['106388', '120948', '186635', '132728', '178096']",[]
3741,,"['146771', '77066']",['143452']
3742,,"['180005', '165710', '182522']",['181981']
3743,,"['119144', '181370', '179616', '181715']",[]
3747,,"['100030', '122021', '84798', '142573', '186139', '157394', '158874']",[]
3748,,"['155224', '199831', '197170', '141928']",[]
3749,,"['82894', '135250', '152464', '94078']",[]
3751,,"['93094', '146481', '149829', '161983', '121508']",[]
3752,,"['201861', '194412', '106827', '107265']",[]
3753,,[],[]
3754,,"['100030', '84798', '115908', '186635']",[]
3756,,"['91366', '79278', '93497']",[]
3757,,"['122017', '136877', '111540', '114932']",[]
3759,,"['141928', '175843', '193754']",[]
3760,,"['180005', '117122', '159885', '121241']",['144468']
3763,,"['86414', '204334', '148114', '184418', '187028', '204419']",[]
3766,,"['84854', '128782', '96624', '164729']",[]
3767,,[],[]
3768,,"['80067', '155790', '191421', '180808']",[]
3770,,"['179438', '170305', '148904']",[]
3771,,"['80067', '110433', '143955']",['81492']
3772,,"['82894', '135250', '171629', '123995']",[]
3774,,"['134106', '197213']",[]
3775,,"['117584', '111776']",[]
3776,,[],[]
3778,,"['199831', '101264', '165991', '189592']",[]
3779,,['204477'],[]
3780,,"['92826', '106827']",['182731']
3781,,"['196478', '124142', '131551', '137860', '185356', '107265']",['112365']
3783,,"['202190', '76012', '183402', '79385']",[]
3784,,"['98929', '126305', '178711']",['164755']
3785,,"['135250', '82894', '188780', '115548', '122604']",[]
3786,,"['107514', '115290', '82602']",[]
3787,,['116125'],[]
3788,,"['165710', '159885', '85417', '204895', '122604']",[]
3790,,['174719'],[]
3791,,['140749'],[]
3792,,['178938'],[]
3794,,"['189804', '134643']",[]
3797,I haven't seen it but I have been interested in them. I think I would like them if i took the time to watch them,['196478'],[]
3798,,"['204508', '78340', '140066']",['130420']
3801,,"['198562', '151989']",[]
3805,,"['120948', '77628']",[]
3806,,"['85036', '101264', '197213']",[]
3807,,"['157758', '88487', '145875']",[]
3808,,"['94510', '189804', '138962', '198562']",[]
3809,,['187028'],[]
3812,,"['78418', '183121', '78340']",[]
3813,,"['170305', '148904']",[]
3815,,"['204334', '185851', '120948', '169601', '88751', '153733', '187879', '83192', '107407']",[]
3818,,"['101264', '90950', '170277', '98165']",[]
3819,,"['175096', '107335', '129416', '100030', '188192', '97219', '83472']",[]
3820,,"['127676', '198967', '94056']","['94487', '187028']"
3821,,"['175096', '95066']",[]
3822,,"['84273', '91332', '192815', '170722', '170277']",[]
3823,,"['104847', '107826', '94510']",[]
3824,,['191205'],"['193845', '124708', '111776']"
3827,"I haven't seen that one yet, I will add that to my list? James Franco and Seth Rogan make a great team","['91332', '192815']",[]
3828,"I've been meaning to see the new @187028 , it looks really good! The original made me terrified of the shower drain. I haven't seen @94056 yet.","['204794', '183169', '94687']",[]
3829,,"['204508', '93013', '204455']",['78340']
3834,,"['204508', '198707', '78340', '93013']",['163215']
3836,"I would like to know which you like the best, over all, does not have to be any specific genre.","['107826', '189804', '160432']",[]
3837,,"['135250', '112365', '80067', '193109', '171629', '123210', '163708']",[]
3838,,"['86506', '195603', '100708', '123995']",[]
3839,,"['99910', '173333', '197200', '168892']",['112586']
3840,,"['149829', '189804', '102057', '138962']",[]
3842,,['169419'],"['169009', '204409']"
3844,,"['90361', '189804', '102057', '145814', '138962']",[]
3846,,"['204794', '84831', '96316', '157957', '78670']",[]
3847,,"['112365', '161831', '106233', '148716', '180005', '187102', '83552']",[]
3848,,"['192131', '138962', '97219']",[]
3849,,"['78670', '189887', '79385']",[]
3850,,"['161831', '85159', '149829', '178472', '204292', '78874', '136484', '82602']",[]
3851,,['115463'],[]
3852,,"['129826', '180224', '77628', '142664', '178604', '99244', '131382']",[]
3854,,"['176542', '134643', '189804', '138962']",[]
3855,,"['135250', '112365', '196478', '117122']",['82602']
3856,,"['183121', '99896', '78418', '100821', '138141']",[]
3857,,"['185139', '97219']",[]
3859,,['161723'],[]
3860,,"['135090', '132973', '84828']",[]
3861,,"['140335', '168289', '88487', '100030', '188192', '180926']",[]
3862,,"['174719', '183650', '113055', '161313', '79968']",[]
3870,,[],[]
3871,,"['111918', '120948', '181301', '150451', '187778']",[]
3872,,"['151599', '173362', '192815', '83552', '170277']",[]
3873,,[],[]
3874,,"['168892', '197200']",[]
3875,,"['204794', '76012', '187028', '125431']",[]
3876,,"['106317', '140335', '199831', '180926', '198562']",[]
3877,"Well, I think I am all set here. I got some good ones to get started on! I did like them.","['79989', '140749']",[]
3878,,"['181609', '135090', '162882']",[]
3879,I am certainly glad I don't have to watch movies like that! Although I do like animations. Maybe you could recommend one for me?,"['126177', '140749', '204651']",[]
3880,,"['100646', '197213', '130891']",[]
3881,,['189804'],[]
3882,,"['202190', '147934', '101444', '120722', '170376']",[]
3885,"Some of my favorites include @199831 , @111918 , and @180926 .  But I was hoping for some new ideas","['140749', '152847', '199831', '111918', '180926', '108897']",[]
3886,,"['204455', '99478', '189804', '94510', '138962', '121508']",[]
3888,,"['202190', '170277']",['183056']
3889,,"['95066', '140122', '146555', '91332', '157306']",[]
3890,I wasn't sure if it would be too silly? @185139 was excellent. I have never heard of @83472 . Is is a drama?,"['181609', '126177', '185139']",[]
3891,,"['96281', '105969', '153101', '108389']",[]
3892,,"['122154', '203331', '109453']",[]
3894,,"['95660', '126375', '83552']","['114341', '188779']"
3895,,"['171359', '197888']",[]
3897,There are few films better than @103743. The book is also fantastic. Thank you so much for this great conversation!,"['103743', '161546']",[]
3899,,"['162882', '88141', '126305', '110291']",[]
3901,I am looking for a good kids movie or a good comedy to deal with some bad news I just got,"['95660', '161983', '149829', '94510', '204478', '189804', '121508', '131869', '138962', '93013']",[]
3902,,"['106317', '144621', '180926', '178096']",[]
3903,,"['202190', '161279', '121678', '161352']",[]
3905,,"['126375', '83552']",[]
3906,,['147565'],[]
3908,,"['95660', '126375', '106233', '170060', '83552']",['114341']
3909,,"['204794', '131382', '196399']",[]
3910,,"['99219', '106827', '121487']",[]
3912,,"['94510', '138962', '83552', '198562']",[]
3913,,['178142'],[]
3914,,"['181609', '189804', '134064']",[]
3918,,"['124708', '162007', '94510']",[]
3919,,"['148114', '132506']",[]
3920,,"['114923', '111099', '141210']",[]
3922,,"['109049', '150400', '189494', '170277']",[]
3925,,"['202190', '76012', '99244', '77161', '94056']",[]
3926,,"['202190', '204794', '187028']",['148114']
3927,,"['195117', '124708', '138269']",[]
3929,,"['76012', '77628', '77161', '127676']",[]
3931,,"['199532', '94510']",[]
3932,,"['154883', '182960']",[]
3934,,"['90747', '201091', '184951', '75918', '138269']",[]
3935,,"['189219', '201091']",[]
3936,,"['95660', '141788', '126375', '140749', '194001', '148994', '83552']",[]
3937,,"['143623', '128167', '116976', '113213']",['140335']
3939,,"['204455', '199532', '94510', '198562', '116714']",[]
3941,,"['202190', '99244', '187028', '125431', '204794']",[]
3943,,"['106388', '187205', '90591']",[]
3944,,"['107175', '178953', '131382', '180541', '76012']",[]
3945,,"['174073', '117677', '131869', '87223']",['149829']
3947,,"['152464', '78766', '100178', '194412', '163708']",[]
3948,,"['184098', '111429']",['181715']
3949,,"['202461', '187028', '94510', '198562']",[]
3950,,['110011'],[]
3951,,['78418'],"['96281', '99896']"
3952,,"['88267', '91332', '107554', '95066']",[]
3954,,"['117261', '79779']",[]
3956,,"['116723', '95660', '91313', '153411', '100030']",[]
3957,,"['198619', '126306', '124485', '187205', '197200']",[]
3958,,"['88267', '159132']","['166629', '125591', '176848']"
3959,,"['187028', '83552', '130591']",[]
3960,,"['204334', '122278', '187028', '204419']",[]
3961,,"['138233', '135090', '100030', '132973', '83472']",[]
3962,,"['173362', '139878', '170277', '181715']",[]
3963,That is the one I couldn't remember the name. I have not seen it. I am going to go watch it right now! thanks and have a great one!,"['152789', '112585', '113213']",[]
3967,,"['204794', '99244', '148114', '204419', '113772']",[]
3968,,"['154848', '181609', '185139']",[]
3969,,"['84273', '95495']","['84003', '100493']"
3972,,"['98672', '164755']",[]
3973,,"['83430', '96844', '175674']",[]
3975,,"['80067', '140749', '115155', '122604']",['154848']
3978,,"['201259', '120405', '178711']",['176541']
3979,,"['161385', '143994', '78186']",['84153']
3980,,"['160378', '182781']",[]
3981,,"['132725', '178711', '201259']",[]
3982,,"['166466', '143194', '107321']",[]
3983,,"['193302', '201259', '94269', '152874']",['114507']
3984,I will defiantly have to check it out. I will check out @107335 I'm a huge fan of Reese Witherspoon so any movies featuring her would be awesome too!,"['178711', '134032', '83472']",[]
3986,"I like a wide variety of movies, but I have to say I usually like silly-funny type movies that are somewhat vulgar in language.","['122552', '136010', '140335', '142910', '199831', '135571', '111918', '178502', '93013']",[]
3987,,"['140335', '178711', '199831', '77788', '180926']",[]
3988,"I like just about anything. I really like movies with some kind of love story, and a bit of comedy.","['201259', '119090', '152847']",[]
3989,@168664 is another one I have yet to see. @99659 was the last movie I saw recently. I love the @150889 .,"['99659', '178482', '108934', '150889']",[]
3990,,"['99583', '169419', '78418', '139140', '108934']",[]
3992,,['84798'],[]
3993,,"['194808', '132973', '119667', '117159']",['147997']
3994,,"['99910', '168892']",[]
3995,,[],[]
3996,,"['111918', '118762']",[]
3997,,"['138233', '83472']",[]
3999,,"['119144', '124142', '141732']",[]
4000,,['189804'],[]
4002,,['124142'],[]
4003,,"['183365', '204794', '183056']",[]
4004,,"['201861', '89158']",[]
4005,,['185139'],[]
4006,,['90483'],[]
4007,,"['185139', '163739', '181609']",[]
4008,,"['158208', '133813', '183650', '199831', '101794']","['106388', '201861']"
4009,"I do not like how racist he is to Gypsy people to be honest. But I do like him in other movies,","['85301', '115290', '161983']",[]
4010,,"['115691', '82153']",[]
4012,,[],[]
4013,,"['117972', '141210']",[]
4014,,"['176541', '201259', '84828']",[]
4015,,"['99910', '168892', '117972']",[]
